placeId,locationConfidence,startTimestamp,endTimestamp,placeVisitImportance,placeVisitType,name,address,latitude,longitude,centerLat,centerLng,timezone,startTimestamp_local,endTimestamp_local,year,year_local,month,month_local,day,day_local,hour,hour_local,minute,minute_local,weekday,weekday_local,duration,duration_minutes
ChIJiWKXIGxhezURSdDzm8-jpb0,61.095016,2022-05-26 08:49:08.924000+00:00,2022-05-26 23:19:28.061000+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4307535,126.8842268,Asia/Seoul,2022-05-26 17:49:08.924,2022-05-27 08:19:28.061,2022,2022,5,5,26,26,8,17,49,49,3,3,0 days 14:30:19.137000,870.3189500000001
ChIJme_OoK-ofDUR1blHbiLexyE,35.758812,2022-05-27 00:05:49.999000+00:00,2022-05-27 03:25:17.844000+00:00,MAIN,SINGLE_PLACE,산77,대한민국 경기도 성남시 수정구 복정동 산77,37.4555718,127.1340122,37.455252,127.1342087,Asia/Seoul,2022-05-27 09:05:49.999,2022-05-27 12:25:17.844,2022,2022,5,5,27,27,0,9,5,5,4,4,0 days 03:19:27.845000,199.46408333333335
ChIJn5eRaL1hezURoGHUwdAFqsI,97.51237,2022-05-27 04:20:33.117000+00:00,2022-05-27 04:56:20.070000+00:00,MAIN,SINGLE_PLACE,AK플라자 광명점,대한민국 경기도 광명시 일직동 양지로 17,37.4189097,126.8828764,37.4182666,126.8826681,Asia/Seoul,2022-05-27 13:20:33.117,2022-05-27 13:56:20.070,2022,2022,5,5,27,27,4,13,20,20,4,4,0 days 00:35:46.953000,35.78255
ChIJiWKXIGxhezURSdDzm8-jpb0,66.93918,2022-05-27 05:08:18.184000+00:00,2022-05-27 08:29:51+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4308104,126.8841538,Asia/Seoul,2022-05-27 14:08:18.184,2022-05-27 17:29:51.000,2022,2022,5,5,27,27,5,14,8,8,4,4,0 days 03:21:32.816000,201.54693333333336
ChIJiWKXIGxhezURSdDzm8-jpb0,58.263237,2022-05-27 09:56:02.999000+00:00,2022-05-27 22:34:47.754000+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4309367,126.8839386,Asia/Seoul,2022-05-27 18:56:02.999,2022-05-28 07:34:47.754,2022,2022,5,5,27,27,9,18,56,56,4,4,0 days 12:38:44.755000,758.7459166666667
ChIJ1Wf3E3phezUR7tR759eYiLo,81.6632,2022-05-27 22:37:03.645000+00:00,2022-05-27 22:49:02.181000+00:00,MAIN,SINGLE_PLACE,Soha 2-dong Community Service Center,대한민국 경기도 광명시 소하2동 성채로 52,37.4320718,126.8801051,37.4322086,126.8804929,Asia/Seoul,2022-05-28 07:37:03.645,2022-05-28 07:49:02.181,2022,2022,5,5,27,28,22,7,37,37,4,5,0 days 00:11:58.536000,11.975600000000002
ChIJxV6uLA7GejURMs8M-AjFvaA,95.610565,2022-05-28 00:44:27.493000+00:00,2022-05-28 01:06:23.112000+00:00,MAIN,SINGLE_PLACE,Jeongan Service Area,"대한민국 충청남도 공주시 정안면
논산천안고속도로 57-1",36.5711276,127.1121651,36.5708833,127.1122633,Asia/Seoul,2022-05-28 09:44:27.493,2022-05-28 10:06:23.112,2022,2022,5,5,28,28,0,9,44,44,5,5,0 days 00:21:55.619000,21.926983333333336
ChIJSwE_P1A7cDUR61oVx-prd4o,99.234695,2022-05-28 02:25:30.732000+00:00,2022-05-28 03:20:07.546000+00:00,MAIN,SINGLE_PLACE,현대옥 전주본점,"대한민국 전라북도 전주시 중화산동2가 화산천변2길 7-4
KR",35.8197151,127.1171649,35.8197548,127.1170211,Asia/Seoul,2022-05-28 11:25:30.732,2022-05-28 12:20:07.546,2022,2022,5,5,28,28,2,11,25,25,5,5,0 days 00:54:36.814000,54.61356666666667
ChIJ7cYrwWMjcDURAuTCRbxvfhA,72.61568,2022-05-28 06:05:05.236000+00:00,2022-05-28 06:56:55.359000+00:00,MAIN,SINGLE_PLACE,전주한옥마을전망대카페,"대한민국 전라북도 전주시 완산구 남노송동 98-13
KR",35.8177903,127.1538172,35.8177994,127.15385,Asia/Seoul,2022-05-28 15:05:05.236,2022-05-28 15:56:55.359,2022,2022,5,5,28,28,6,15,5,5,5,5,0 days 00:51:50.123000,51.83538333333333
ChIJqYCoR9g8cDURBZv4awMXfws,97.72989,2022-05-28 07:14:01.031000+00:00,2022-05-28 07:50:37+00:00,MAIN,SINGLE_PLACE,Honamgag,"대한민국 전라북도 전주시 덕진구 송천동2가 560-3
KR",35.8652338,127.1140095,35.865017,127.1137496,Asia/Seoul,2022-05-28 16:14:01.031,2022-05-28 16:50:37.000,2022,2022,5,5,28,28,7,16,14,14,5,5,0 days 00:36:35.969000,36.59948333333333
ChIJ6601tRrGejURMVbZlQO4Qv8,92.490944,2022-05-28 08:44:41+00:00,2022-05-28 08:59:04.303000+00:00,TRANSITIONAL,SINGLE_PLACE,Jeongan Service Area,,36.5695196,127.1150441,36.5701023,127.1149074,Asia/Seoul,2022-05-28 17:44:41.000,2022-05-28 17:59:04.303,2022,2022,5,5,28,28,8,17,44,44,5,5,0 days 00:14:23.303000,14.388383333333334
ChIJiWKXIGxhezURSdDzm8-jpb0,53.257496,2022-05-28 10:39:06.175000+00:00,2022-05-29 01:51:17.193000+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4309487,126.8841587,Asia/Seoul,2022-05-28 19:39:06.175,2022-05-29 10:51:17.193,2022,2022,5,5,28,28,10,19,39,39,5,5,0 days 15:12:11.018000,912.1836333333334
ChIJif2a9EFhezURHkD8egX3ht0,77.54561,2022-05-29 01:56:45.201000+00:00,2022-05-29 03:56:54.116000+00:00,MAIN,SINGLE_PLACE,LOTTE Mall Gwangmyeong,대한민국 경기도 광명시 일직로 17,37.4245517,126.8842226,37.4247216,126.8843612,Asia/Seoul,2022-05-29 10:56:45.201,2022-05-29 12:56:54.116,2022,2022,5,5,29,29,1,10,56,56,6,6,0 days 02:00:08.915000,120.14858333333335
ChIJe_OEVTZhezURZVZOKT15c9A,82.448265,2022-05-29 04:04:34.437000+00:00,2022-05-29 04:56:10.241000+00:00,MAIN,SINGLE_PLACE,중앙대학교광명병원,대한민국 경기도 광명시 일직동 501,37.4242139,126.8860203,37.4243728,126.8865894,Asia/Seoul,2022-05-29 13:04:34.437,2022-05-29 13:56:10.241,2022,2022,5,5,29,29,4,13,4,4,6,6,0 days 00:51:35.804000,51.59673333333333
ChIJiWKXIGxhezURSdDzm8-jpb0,65.56504,2022-05-29 05:13:53.788000+00:00,2022-05-30 00:23:38.362000+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4308513,126.8841564,Asia/Seoul,2022-05-29 14:13:53.788,2022-05-30 09:23:38.362,2022,2022,5,5,29,29,5,14,13,13,6,6,0 days 19:09:44.574000,1149.7429000000002
ChIJkT4EGUFhezURmFNNjUBhZdw,93.71764,2022-05-30 00:52:54.475000+00:00,2022-05-30 02:07:52.426000+00:00,MAIN,SINGLE_PLACE,Costco Wholesale - Gwangmyeong Branch,대한민국 경기도 광명시 일직로 40,37.4206838,126.8864277,37.4208992,126.8858954,Asia/Seoul,2022-05-30 09:52:54.475,2022-05-30 11:07:52.426,2022,2022,5,5,30,30,0,9,52,52,0,0,0 days 01:14:57.951000,74.96585
ChIJiWKXIGxhezURSdDzm8-jpb0,57.597305,2022-05-30 02:22:31.502000+00:00,2022-05-30 09:50:19+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4309658,126.884075,Asia/Seoul,2022-05-30 11:22:31.502,2022-05-30 18:50:19.000,2022,2022,5,5,30,30,2,11,22,22,0,0,0 days 07:27:47.498000,447.7916333333334
ChIJiWKXIGxhezURSdDzm8-jpb0,48.73679,2022-05-30 10:50:56.788000+00:00,2022-06-01 03:59:57.914000+00:00,MAIN,SINGLE_PLACE,501 광명역세권휴먼시아5단지,대한민국 광명시 소하2동,37.4308554,126.8842593,37.4309204,126.8841654,Asia/Seoul,2022-05-30 19:50:56.788,2022-06-01 12:59:57.914,2022,2022,5,5,30,30,10,19,50,50,0,0,1 days 17:09:01.126000,2469.018766666667
